,year,gender,course,intake,enrolment,graduates,IHL_type
976,2015,Overall,Engineering Sciences,4934,16677,4374,University
977,2015,Overall,Fine & Applied Arts,466,1599,420,University
978,2015,Overall,Health Sciences,569,1567,481,University
979,2015,Overall,Humanities & Social Sciences,3191,11915,2193,University
980,2015,Overall,Information Technology,1247,4541,1066,University
981,2015,Overall,Law,405,1550,355,University
982,2015,Overall,Mass Communication,221,776,172,University
983,2015,Overall,Medicine,390,1719,252,University
984,2015,Overall,Natural & Mathematical Sciences,2147,8226,1935,University
985,2015,Overall,Services,199,725,342,University
986,2016,Female,Accountancy,912,2909,664,University
987,2016,Female,"Architecture, Building & Real Estate",252,1205,274,University
988,2016,Female,Business & Administration,1237,4230,969,University
989,2016,Female,Dentistry,39,145,28,University
990,2016,Female,Education,172,577,327,University
991,2016,Female,Engineering Sciences,1333,4859,1267,University
992,2016,Female,Fine & Applied Arts,297,958,259,University
993,2016,Female,Health Sciences,593,1335,368,University
994,2016,Female,Humanities & Social Sciences,2205,8449,1760,University
995,2016,Female,Information Technology,398,1499,381,University
996,2016,Female,Law,210,740,173,University
997,2016,Female,Mass Communication,148,596,153,University
998,2016,Female,Medicine,204,912,147,University
999,2016,Female,Natural & Mathematical Sciences,1240,4967,1195,University
1000,2016,Female,Services,110,382,95,University
1001,2016,Overall,Accountancy,1521,5090,1103,University
1002,2016,Overall,"Architecture, Building & Real Estate",419,1980,459,University
1003,2016,Overall,Business & Administration,2196,7514,1720,University
1004,2016,Overall,Dentistry,54,220,53,University
1005,2016,Overall,Education,217,743,406,University
1006,2016,Overall,Engineering Sciences,4997,16975,4283,University
1007,2016,Overall,Fine & Applied Arts,458,1628,432,University
1008,2016,Overall,Health Sciences,798,1860,480,University
1009,2016,Overall,Humanities & Social Sciences,3219,12495,2563,University
1010,2016,Overall,Information Technology,1379,4810,1051,University
1011,2016,Overall,Law,399,1593,351,University
1012,2016,Overall,Mass Communication,190,774,188,University
1013,2016,Overall,Medicine,410,1845,278,University
1014,2016,Overall,Natural & Mathematical Sciences,2094,8267,1950,University
1015,2016,Overall,Services,201,737,179,University
1016,2017,Female,Accountancy,834,2963,725,University
1017,2017,Female,"Architecture, Building & Real Estate",219,1222,238,University
1018,2017,Female,Business & Administration,1405,4665,936,University
1019,2017,Female,Dentistry,30,141,33,University
1020,2017,Female,Education,150,502,206,University
1021,2017,Female,Engineering Sciences,1474,4770,1343,University
1022,2017,Female,Fine & Applied Arts,276,957,257,University
1023,2017,Female,Health Sciences,703,1611,410,University
1024,2017,Female,Humanities & Social Sciences,2068,8475,1963,University
1025,2017,Female,Information Technology,448,1599,330,University
1026,2017,Female,Law,201,741,188,University
1027,2017,Female,Mass Communication,135,599,128,University
1028,2017,Female,Medicine,194,946,156,University
1029,2017,Female,Natural & Mathematical Sciences,815,4544,1308,University
